date,Id,name,cusip,gsector,sic,atq,cogsq,invtq,outdeg,deg,bc,outcc,cc,upstreamness,layer,deg_wt,bc_wt,layer_wt,layer_qt,country,lat,lng,layer_cons
2019-12-31,"000C1N-E","American Shared Hospital Services","029595","35","8090",53.783,1.723,0,1,3,.000040307226,7.8411784e-09,.000015632229,,,,,,,"US",37.794981,-122.398507,
2019-12-31,"000C1W-E","American Software, Inc.","029683","45","7372",166.578,10.919,0,129,131,.0033250612,.00001424693,.000027173857,2.7521367,1,309123.69,0,4.1131988,1,"US",33.8383,-84.37247499999999,1
2019-12-31,"000C28-E","American Vanguard Corp.","030371","15","2870",670.098,79.235,163.313,0,2,0,0,.000018264167,,,,,,,"US",33.6702,-117.86137,
2019-12-31,"000C2F-E","American Woodmark Corp.","030506","20","2430",1598.664,316.552,119.758,2,2,0,9.4582392e-06,.000020524258,4.7927351,1,29568,0,1,0,"US",39.1247,-78.208405,1
2019-12-31,"000C32-E","AMETEK, Inc.","031100","20","3823",9844.558999999999,794.068,624.567,14,18,.00003489578,.000011897136,.000023823766,3.8867521,2,37383.066,4.5228462e-06,7.6270328,2,"US",40.06225,-75.46236399999999,2
2019-12-31,"000C35-E","Amgen, Inc.","031162","35","2836",59707,551,3584,17,44,.00074681122,9.6250724e-06,.000023591925,4.9123931,2,155687.28,.00022335901,8.3548517,3,"US",34.192116,-118.91947,2
2019-12-31,"000C3J-E","Amphenol Corp.","032095","45","3678",10815.5,1395.6,1310.1,7,12,.000066854693,.000011639295,.000023108885,3.8119657,2,75427.625,.000049294675,5.15275,2,"US",41.461224,-72.833145,2
2019-12-31,"000C40-E","Amtech Systems, Inc.","032332","45","3559",122.285,12.112,15.58,46,46,0,.000013540471,.00002358438,3.3867521,1,36206.805,0,6.867209,2,"US",33.42879,-111.89873,1
2019-12-31,"000C47-E","Apyx Medical Corp.","03837C","35","3845",84.745,2.575,5.068,1,1,0,1.0454904e-08,1.0454904e-08,,,,,,,"US",27.8939,-82.703064,
2019-12-31,"000C49-E","Anadarko Petroleum Corp.","032511","","",,,,2,3,.000038960534,9.5755995e-06,.000020288959,4.6965814,2,,,,,"US",30.161268,-95.45103,2
2019-12-31,"000C4B-E","Analog Devices, Inc.","032654","45","3674",21392.641,403.089,609.886,8,30,.00035016722,.000011729205,.000024351551,3.8162394,2,67958.82,.00010585199,4.8675661,2,"US",42.52967768,-71.14451825,2
2019-12-31,"000C4C-E","Analogic Corp.","032657","","",,,,6,6,0,.00001104373,.000022459575,4.2670941,2,3269,0,9.5962505,3,"US",42.520706,-70.97206,2
2019-12-31,"000C4M-E","Anaren, Inc.","032744","","",,,,1,1,0,9.9562039e-06,.000018835675,4.6282053,2,26.113001,0,5.7101917,2,"US",43.07664,-76.06135,2
2019-12-31,"000C56-E","The Andersons, Inc.","034164","30","5150",3900.741,1699.474,1170.536,1,6,.000016066173,7.1842865e-06,.000019495083,6.4294872,0,8497.3701,0,0,0,"US",41.585483,-83.69458299999999,0
2019-12-31,"000C5L-E","MGC Diagnostics Corp.","552768","","",,,,4,4,0,.000010296116,.000020825189,4.4529915,2,,,,,"US",45.076946,-93.08474,2
2019-12-31,"000C65-E","Angelo, Gordon & Co. LP","","","",,,,1,1,0,7.8411784e-09,7.8411784e-09,,,,,,,"US",40.754826,-73.97569,
2019-12-31,"000C6B-E","Anixter International, Inc.","035290","45","5065",4808.9,1774.7,1354.7,0,43,0,0,.000023758521,,,,,,,"US",42.09672,-87.82441,
2019-12-31,"000C6S-E","Aon Plc (United Kingdom)","G0403H","40","6411",29405,2039,0,3,10,.000039597533,.000010258192,.000022980452,4.3397436,2,6256.9351,8.6977806e-08,26.097197,3,"GB",51.49000168,-.069761001,2
2019-12-31,"000C6W-E","Clearfield, Inc.","18482P","45","3679",83.163,11.043,10.63,3,3,0,6.4876945e-06,.000019327312,7.094017,4,,,,,"US",45.082542,-93.38149,3
2019-12-31,"000C6X-E","Apache Corp.","03743Q","10","1311",18107,3267,502,6,30,.00021729062,9.5287032e-06,.000021163385,4.7457266,2,81753.789,.00011615887,12.753501,3,"US",29.747752,-95.45172100000001,2
2019-12-31,"000C77-E","Apollo Education Group, Inc.","037604","","",,,,0,3,0,0,.000021108861,,,,,,,"US",33.41163,-112.01449,
2019-12-31,"000C7F-E","Apple, Inc.","037833","45","3663",340618,53786,4097,98,342,.012089278,.000013666957,.000027637265,3.0085471,1,15613038,.0033112234,3.1863337,1,"US",37.332893,-122.005336,1
2019-12-31,"000C7K-E","JanOne, Inc.","47089W","20","4953",29.034,8.178000000000001,1.348,1,3,.000040307226,7.8411784e-09,.000018664437,,,,,,,"US",36.056942,-115.157585,
2019-12-31,"000C7R-E","Applied Materials, Inc.","038222","45","3559",19024,2032,3474,6,21,.0013792039,.000012422289,.000023680315,3.6175213,2,46503,.00010204672,5.4138851,2,"US",37.377014,-121.9778,2
2019-12-31,"000C7T-E","Enerpac Tool Group Corp.","292765","20","3533",908.5119999999999,75.07899999999999,79.508,29,30,9.7371130e-06,.000011984476,.000023556126,3.6538463,1,105946.66,0,3.5791509,1,"US",43.15771866,-88.11032867,1
2019-12-31,"000C80-E","AptarGroup, Inc.","038336","15","3089",3562.119,435.255,375.795,28,28,0,9.9637900e-06,.000022458435,4.1517096,1,28754,0,1.9424936,1,"US",42.234642,-88.30150999999999,1
2019-12-31,"000C87-E","Trecora Resources","894648","15","2911",301.819,49.658,15.481,22,22,0,.000010733045,.000022109951,4.1260686,1,135381,0,9.5460577,3,"US",29.600391,-95.62822,1
2019-12-31,"000C8L-E","Archer-Daniels-Midland Co.","039483","30","2070",43997,14909,9170,7,13,.00017283393,9.1282354e-06,.000020763131,4.6068377,0,89454,0,0,0,"US",41.886875,-87.63061,0
2019-12-31,"000C8Q-E","Arden Group, Inc.","039762","","",,,,0,1,0,0,.000018920657,,,,,,,"US",33.888866,-118.03712,
2019-12-31,"000C9C-E","Ark Restaurants Corp.","040712","25","5812",147.15,36.829,3.247,0,6,0,0,.000018878271,0,0,294.63199,0,0,0,"US",40.73752,-73.99251,0
2019-12-31,"000C9D-E","ArcBest Corp.","03937C","20","4213",1651.207,677.188,0,0,2,0,0,.000021133059,,,,,,,"US",35.314722,-94.33907499999999,
2019-12-31,"000C9Q-E","Armstrong World Industries, Inc.","04247X","20","3290",1493.3,138.6,68.5,6,9,.000018188823,9.4604293e-06,.000022227137,4.786325,1,30949.842,2.1744452e-08,1,0,"US",40.039974,-76.37249,1
2019-12-31,"000C9V-E","Arrow Electronics, Inc.","042735","45","5065",16400.796,6514.13,3477.12,8,121,.002410837,.000011885283,.000025108888,3.7670941,2,902912.63,.00040705616,9.4923792,3,"US",39.580536,-104.88114,2
2019-12-31,"000CBF-E","Ashland LLC","044186","15","2820",7326,340,633,10,10,0,.000011073097,.000022066391,3.9081197,1,106182.9,0,1.1184022,1,"US",39.089737,-84.510666,1
2019-12-31,"000CBQ-E","ASML Holding NV","N07059","45","3559",25394.545,2519.239,4274.619,0,4,0,0,.000019679788,,,,,,,"NL",51.40447,5.41706,
2019-12-31,"000CC1-E","Associated Banc-Corp","045487","40","6020",32386.478,68.968,172.381,0,1,0,0,.00002075972,,,,,,,"US",44.517737,-88.00933000000001,
2019-12-31,"000CCG-E","Astec Industries, Inc.","046224","20","3531",800.498,216.711,294.536,0,1,0,0,.00001711665,,,,,,,"US",35.038776,-85.19050300000001,
2019-12-31,"000CCP-E","AstroNova, Inc.","04638F","45","3577",121.365,19.471,35.594,14,15,.0001253626,.000010854517,.000022492688,4.1688032,2,41456,0,8.3448744,3,"US",41.673653,-71.50409000000001,2
2019-12-31,"000CCR-E","Astronics Corp.","046433","20","3640",782.716,147.241,145.787,10,11,1.3709260e-06,.000010853259,.000021878705,4.1709404,2,34621.242,2.1744452e-08,7.9334002,2,"US",42.760845,-78.63836999999999,2
2019-12-31,"000CDP-E","ATN International, Inc.","00215F","50","4812",1130.726,83.616,5.253,4,8,.0001086607,.000011424733,.000021956881,3.8055556,2,47394.848,.000033790879,4.7257099,2,"US",42.56218,-70.889596,2
2019-12-31,"000CDT-E","Atmos Energy Corp.","049560","55","4924",14388.125,517.72,115.259,3,15,.00030570547,8.2941715e-06,.000021134068,5.630342,3,,,,,"US",32.9283638,-96.79371643,3
2019-12-31,"000CDW-E","Atwood Oceanics LLC","050095","","",,,,6,7,.000021306629,9.5098585e-06,.000020487192,4.8418803,2,29916,0,12.481425,3,"US",29.74988,-95.48501,2
2019-12-31,"000CF2-E","VOXX International Corp.","91829F","25","3651",496.65,75.33799999999999,111.089,13,19,.00061836978,.000010493757,.000022838693,4.1431623,0,226.01401,0,0,0,"US",28.369291,-81.32107999999999,0
2019-12-31,"000CFP-E","Autodesk, Inc.","052769","45","7370",5036.6,57.6,0,9,23,.00088375295,.000012402456,.00002472995,3.6217949,1,2315,0,1,0,"US",38.005547,-122.53243,1
2019-12-31,"000CFX-E","Automatic Data Processing, Inc.","053015","45","7374",49059.4,1976.4,0,25,37,.00072915881,.000012263134,.000024471427,3.6538463,1,91721.813,.000060079921,4.020648,1,"US",40.8165,-74.30417,1
2019-12-31,"000CG6-E","Scientific Games Corp.","80874P","25","3570",7809,339,244,26,43,.0012556262,.000010008622,.000024567908,4.1324787,0,2712,0,0,0,"US",36.070206,-115.15455,0
2019-12-31,"000CG7-E","AV Homes, Inc.","00234P","","",,,,0,1,0,0,1.0454904e-08,,,,,,,"US",33.491276,-112.07379,
2019-12-31,"000CGC-E","Avery Dennison Corp.","053611","15","2670",5488.8,1253.2,663,1,7,.000028955259,.000010086288,.000021657544,4.4807692,1,3817.2061,3.2616677e-07,1,0,"US",34.156979,-118.256548,1
2019-12-31,"000CGG-E","Avid Technology, Inc.","05367P","45","3861",304.293,40.866,29.166,9,11,.00014149686,.000011867127,.000022647548,3.6132479,2,42698,0,4.2850804,2,"US",42.4967383,-71.23309999999999,2
2019-12-31,"000CGH-E","Avnet, Inc.","053807","45","5065",8525.111999999999,3962.693,2908.575,5,152,.0027689233,.000011178896,.000025697344,4.0384617,2,859942.13,.0024742142,8.4923792,3,"US",33.426666,-111.9813,2
2019-12-31,"000CGK-E","Avon Products, Inc.","054303","","",,,,0,7,0,0,.000023040289,,,,,,,"GB",51.4964181,-.2748913,
2019-12-31,"000CGP-E","AZZ, Inc.","002474","20","3640",1172.568,211.184,119.438,3,3,0,.000010439845,.000020648784,4.3333335,2,503,0,11.293101,3,"US",32.74229813,-97.37853241000001,2
2019-12-31,"000CH6-E","Badger Meter, Inc.","056525","45","3824",421.893,60.296,81.94799999999999,2,3,.000014206435,8.7648968e-06,.00002038055,5.2264957,2,503,0,11.293101,3,"US",43.177895,-87.968025,2
2019-12-31,"000CHM-E","Baker Hughes Holdings LLC","05722G","10","1389",53369,4701,4608,1,1,0,7.8411784e-09,.000017938701,,,,,,,"US",29.965532,-95.36386,
2019-12-31,"000CHV-E","Balchem Corp.","057665","15","2834",1155.682,106.236,83.893,1,1,0,7.0974966e-06,.000016636815,6.7350426,3,16.525,0,9.3324928,3,"US",41.418495,-74.422646,3
2019-12-31,"000CJV-E","Protective Insurance Corp.","74368L","40","6331",1634.36,120.202,0,1,1,0,.000010506214,.000020429014,4.2307692,2,13151,0,2.2122226,1,"US",39.958294,-86.15449,2
2019-12-31,"000CJY-E","Ball Corp.","058498","15","3411",17360,2159,1274,15,19,.00022208857,.000010586543,.000022794567,3.8952992,1,25050.93,1.7395561e-07,1,0,"US",39.892693,-105.10096,1
2019-12-31,"000CKF-E","BancFirst Corp. (Oklahoma)","05945F","40","6020",8565.758,13.662,16.608,0,1,0,0,7.8411784e-09,,,,,,,"US",35.46778,-97.51446,
2019-12-31,"000CKK-E","Bank of Hawaii Corp.","062540","40","6020",18095.496,25.966,41.799,0,2,0,0,.000019504107,,,,,,,"US",21.308523,-157.86263,
2019-12-31,"000CKQ-E","Versant Power, Inc.","060077","","",,,,0,1,0,0,.000018969737,,,,,,,"US",44.819157,-68.81624600000001,
2019-12-31,"000CKX-E","Bank of Montreal","063671","40","6020",852195,2791,5835,4,15,.00011500017,9.9540439e-06,.000022555756,4.5555553,2,22573.506,.0001948303,6.3736601,2,"CA",43.64839244,-79.38169263,2
2019-12-31,"000CLR-E","Bar Harbor Bankshares","066849","40","6020",3669.128,10.551,2.236,0,2,0,0,.000018067632,,,,,,,"US",44.389503,-68.20466,
2019-12-31,"000CLV-E","Barnes & Noble, Inc.","067774","","",,,,1,24,.00015133068,.000010076248,.00002327605,4.2884617,1,584.28003,0,1,0,"US",40.738136,-73.99207,1
2019-12-31,"000CLW-E","Barnes Group, Inc.","067806","20","3490",2738.335,206.73,232.706,33,33,0,.000012280874,.000024165342,3.6346154,1,137391.59,0,5.5814505,2,"US",41.66938,-72.94314,1
2019-12-31,"000CM0-E","Barnwell Industries, Inc.","068221","10","1311",23.322,2.893,,0,1,0,0,7.8411784e-09,,,,,,,"US",21.308886,-157.85945,
2019-12-31,"000CM4-E","Barrett Business Services, Inc.","068463","20","7363",860.929,191.129,0,0,1,0,0,.000016833359,,,,,,,"US",45.655403,-122.59075,
2019-12-31,"000CMS-E","Earthstone Energy, Inc.","27032D","10","1311",1125.543,12.068,0,0,1,0,0,.000014826036,,,,,,,"US",30.157308,-95.454892,
2019-12-31,"000CN2-E","Bassett Furniture Industries, Inc.","070203","25","2511",275.766,41.883,66.30200000000001,1,2,0,2.5662040e-08,.000018556797,1.25,0,0,0,0,0,"US",36.758429,-79.991619,0
2019-12-31,"000CN6-E","British American Tobacco plc","G1510J","","",,,,2,8,.000021222653,9.1384736e-06,.000022990604,4.7713675,1,3337.0559,0,1,0,"GB",51.51171112,-.113035001,1
2019-12-31,"000CN7-E","Constellation Brands, Inc.","21036P","30","2082",27093.7,869,1358.8,1,5,.00004031507,7.8411784e-09,.000018722094,0,0,5214,0,0,0,"US",43.02838,-77.43796,0
2019-12-31,"000CNJ-E","Baxter International, Inc.","071813","35","2834",18193,1489,1653,9,22,.0011522535,8.8774023e-06,.000022819257,5.3290596,3,54244,.000033943088,9.4963446,3,"US",42.159489,-87.87815999999999,3
2019-12-31,"000CNK-E","AvalonBay Communities, Inc.","053484","60","6798",19121.051,361.756,0,0,2,0,0,.000018266806,,,,,,,"US",38.879894,-77.10822,
2019-12-31,"000CPB-E","B/E Aerospace, Inc.","073302","","",,,,3,3,0,9.9458321e-06,.000020479605,4.6666665,2,26204,0,8.1841774,2,"US",36.184364,-80.26309999999999,2
2019-12-31,"000CPM-E","Applied Industrial Technologies, Inc.","03820C","20","5080",2418.997,592.141,463.609,1,33,.00088168617,.000011594452,.000023216811,3.8162394,2,16018.952,.00035471725,4.5617814,2,"US",41.502827,-81.66534,2
2019-12-31,"000CPQ-E","Beazer Homes USA, Inc.","07556Q","25","1531",1968.104,354.667,1574.28,0,6,0,0,.00002017792,0,0,709.33398,0,0,0,"US",33.933342,-84.35372,0
2019-12-31,"000CPS-E","Becton, Dickinson & Co.","075887","35","3841",51952,1658,2760,4,19,.00072656979,9.1252432e-06,.000022100563,5.1367521,3,19935.473,.000057035697,10.337756,3,"US",41.017013,-74.210689,3
2019-12-31,"000CPT-E","Bed Bath & Beyond, Inc.","075896","25","5700",8011.988,1869.4,2543.247,2,49,.000065030697,8.1270900e-06,.00002368602,5.6282053,0,31779.801,0,0,0,"US",40.69809,-74.30212,0
2019-12-31,"000CQ1-E","Bel Fuse, Inc.","077347","45","3677",468.917,86.57599999999999,107.276,26,26,0,.000013250317,.000024422796,3.3205128,1,152115.83,0,5.6793056,2,"US",40.714317,-74.041275,1
2019-12-31,"000CQ8-E","Verizon Communications, Inc.","92343V","50","4812",291727,15631,1422,44,173,.0026576796,.000012644703,.000027152179,3.3867521,1,2015473.4,.001083961,2.6142139,1,"US",40.754074,-73.98466999999999,1
2019-12-31,"000CR1-E","Bemis Co., Inc.","081437","","",,,,24,24,0,.000010969649,.000022341623,3.7974415,1,60729.5,0,1.7915483,1,"US",44.15623,-88.47481500000001,1
2019-12-31,"000CRY-E","W.R. Berkley Corp.","084423","40","6331",26643.428,1797.446,0,3,22,.00037296189,7.5215653e-06,.000022796918,6.2072649,2,34532.965,4.1314459e-07,26.097197,3,"US",41.018394,-73.62342,2
2019-12-31,"000CS1-E","Berkshire Hathaway, Inc.","084670","40","9997",817729,56468,19852,102,229,.017494431,.000013768919,.000029044257,3.0405984,1,6626587.5,.0012817919,2.1748209,1,"US",41.25772,-95.96485,1
2019-12-31,"000CSN-E","Best Buy Co., Inc.","086516","25","5731",16926,7215,7569,3,84,.00052387425,.000011160968,.000026173939,3.9145298,0,483405,0,0,0,"US",44.865383,-93.308556,0
2019-12-31,"000CT9-E","Bluegreen Vacations Holding Corp.","096308","25","6035",1790.971,147.057,11.297,13,20,.0012458145,.000012669161,.000023561772,3.3653846,0,441.17099,0,0,0,"US",26.392376,-80.10946,0
2019-12-31,"000CV4-E","Bio-Rad Laboratories, Inc.","090572","35","3826",8008.859,258.75,554.0069999999999,3,6,.00012747006,.000010424658,.000021669213,4.4273505,2,2382.6001,.000011763748,10.157692,3,"US",38.02333,-122.27793,2
2019-12-31,"000CVC-E","BioCryst Pharmaceuticals, Inc.","09058V","35","2836",175.282,39.649,0,4,5,.000051191746,5.3091107e-06,.000016620879,9.1089745,5,,,,,"US",35.87386,-78.84137,3
2019-12-31,"000CVH-E","Biomerica, Inc.","09061H","35","2835",7.039,1.098,2.191,2,3,3.1367492e-08,1.7922694e-08,.000015705478,,,,,,,"US",33.687428,-117.84438,
2019-12-31,"000CVL-E","AIkido Pharma, Inc.","008875","35","6794",11.282,3.191,0,2,2,0,1.5682357e-08,1.5682357e-08,,,,,,,"US",40.757981,-73.978904,
2019-12-31,"000CXN-E","Oregon Tool, Inc.","095180","","",,,,2,2,0,6.9516132e-06,.000017933611,6.645299,2,,,,,"US",45.43587,-122.613261,2
2019-12-31,"000CXP-E","Blue Dolphin Energy Co.","095395","10","4922",71.444,78.47199999999999,1.645,1,2,.000040299386,7.8411784e-09,.000017309176,,,,,,,"US",29.75892,-95.364655,
2019-12-31,"000CYC-E","The Boeing Co.","097023","20","3721",133625,17774,76622,51,161,.0033513696,.000012097044,.000026034551,3.7542734,2,1936974,.00040125038,6.8021827,2,"US",41.883874,-87.638783,2
2019-12-31,"000CYW-E","Books-A-Million, Inc.","098570","","",,,,0,1,0,0,7.8411784e-09,,,,,,,"US",33.449318,-86.85460999999999,
